Rodage_U,V1_torque,Rodage_I,V2_torque,SnapRingMidPointForce,Premier angle,SnapRingPeakForce,Deuxième angle,Vissage_M8_torque,Capuchon_insertion,StartLinePeakForce,Vissage_M8_angle_log,SnapRingFinalStroke_exp,Binar OP130_Resultat_Global_v
11.97,0,115.36,0,98.97,145.5,149.47,156.6,12.36,1.0,21.62,2.468099531471619,484077.356302953,0
11.97,1,111.28,1,102.38,156.4,155.82,164.4,12.25,1.0,25.23,2.7013612129514133,373248.61322898994,0
11.97,1,111.63,1,97.5,175.9,152.57,162.1,12.21,1.0,26.91,2.6390573296152584,373248.61322898994,0
11.98,1,109.13,1,105.46,130.6,177.09,162.7,12.18,0.0,29.85,3.417726683613366,392385.4788500711,0
11.97,1,112.21,1,90.81,137.9,170.16,144.8,12.17,0.0,23.64,2.9069010598473755,396329.0184739155,0
11.97,1,112.34,1,101.4,146.6,148.32,172.0,12.14,0.0,26.52,2.8735646395797834,369534.7274744691,0
11.97,1,115.22,1,102.41,147.3,161.58,194.8,12.35,1.0,25.74,2.5952547069568657,369534.7274744691,0
11.97,1,120.14,1,96.74,154.0,171.44,151.6,12.27,0.0,25.25,3.126760535960395,474491.98242599616,0
11.97,1,110.19,1,97.37,164.5,158.58,161.2,12.2,0.0,26.3,2.928523523860541,373248.61322898994,0
11.97,0,111.32,0,93.93,147.0,148.23,125.8,12.3,1.0,23.2,2.580216829592325,455886.88567734644,0
11.97,1,108.55,1,103.93,184.8,148.76,177.6,12.34,0.0,26.51,2.388762789235098,344551.8961378237,0
11.97,1,115.39,0,94.91,163.5,136.28,197.4,12.2,0.0,22.06,2.89591193827178,334368.84868262074,0
11.97,1,114.03,1,98.39,144.7,151.46,144.4,12.24,1.0,23.57,2.6026896854443837,369534.7274744691,0
11.97,1,114.2,1,94.21,166.4,150.76,133.5,12.17,0.0,20.9,3.202746442938317,479260.7061294755,0
11.97,1,118.94,1,114.52,159.5,164.32,150.7,12.15,0.0,25.05,2.509599262378372,425066.114781728,0
11.97,0,113.96,0,88.21,149.5,155.77,160.5,12.27,1.0,18.18,2.4336133554004498,484077.356302953,0
11.97,0,111.97,0,101.92,163.3,131.74,172.7,12.17,1.0,23.47,3.0349529867072724,469770.7083161708,0
11.97,1,106.84,1,89.38,155.9,151.14,131.0,12.27,0.0,23.95,2.7788192719904172,400312.1913298826,0
11.97,1,119.56,1,96.59,150.8,144.32,136.8,12.19,1.0,24.37,2.8903717578961645,384615.72579367505,0
11.97,0,120.74,0,91.83,144.9,143.57,150.2,12.18,1.0,20.73,3.077312260546414,469770.7083161708,0
11.97,0,112.02,0,97.77,157.1,153.27,147.7,12.28,1.0,22.82,2.6741486494265287,488942.41461545986,0
11.97,1,114.76,1,97.71,129.2,155.86,121.8,12.13,0.0,21.92,2.6878474937846906,479260.7061294755,0
11.97,1,114.86,1,104.44,164.9,162.74,168.1,12.27,0.0,24.08,2.884800712846709,484077.356302953,0
11.97,1,109.3,1,93.67,159.1,156.11,182.7,12.23,1.0,23.49,3.55820113047182,369534.7274744691,0
11.97,0,112.4,0,80.35,153.6,152.61,158.9,12.3,1.0,17.24,3.3877743613300146,493856.3675768817,0
11.97,1,112.01,1,93.27,170.7,144.93,142.3,12.27,1.0,22.67,2.379546134130174,384615.72579367505,0
11.97,1,119.43,1,92.25,173.1,159.04,160.4,12.21,0.0,25.41,2.714694743820879,396329.0184739155,0
11.97,1,110.0,1,105.06,164.0,181.12,147.9,12.18,0.0,25.19,2.624668592163159,469770.7083161708,0
11.97,0,113.91,0,90.49,140.9,154.73,146.9,12.28,1.0,19.87,3.0301337002713233,503832.9279826815,0
11.98,1,109.82,1,95.5,165.4,172.23,169.6,12.27,0.0,27.41,2.631888840136646,388481.17810109997,0
11.97,1,112.29,1,101.3,149.4,158.71,174.6,12.23,0.0,24.47,2.8735646395797834,484077.356302953,0
11.97,0,113.69,0,93.82,173.6,147.79,184.8,12.29,1.0,21.95,2.379546134130174,465096.4116686539,1
11.98,0,113.52,0,91.53,148.7,154.35,167.6,12.21,1.0,20.64,3.1354942159291497,503832.9279826815,0
11.97,1,113.84,1,97.24,139.4,155.57,156.0,12.26,0.0,23.75,3.367295829986474,479260.7061294755,0
11.97,0,112.11,0,101.06,147.4,140.18,137.5,12.24,1.0,23.29,2.785011242238338,474491.98242599616,0
11.97,1,110.53,1,103.64,167.8,176.28,160.0,12.21,0.0,24.95,2.975529566236472,474491.98242599616,0
11.97,1,110.73,1,94.06,160.7,135.4,154.6,12.19,0.0,24.13,3.1179499062782403,384615.72579367505,0
11.97,1,115.48,1,98.59,141.9,143.15,177.7,12.13,0.0,23.16,3.1654750481410856,331041.82304912945,0
11.97,1,117.26,1,91.37,154.8,155.24,160.9,12.26,0.0,25.71,2.9806186357439426,400312.1913298826,0
11.97,1,117.64,1,101.59,156.5,179.31,156.6,12.25,0.0,24.46,3.095577608523707,396329.0184739155,0
11.97,0,115.94,0,103.27,146.8,158.51,146.6,12.21,1.0,23.01,2.803360380906535,488942.41461545986,0
11.97,1,120.4,1,94.47,157.4,138.14,151.9,12.24,1.0,23.02,2.5257286443082556,380788.7353793437,0
11.97,1,115.95,1,100.21,152.8,172.88,178.2,12.2,0.0,23.59,2.5952547069568657,469770.7083161708,0
11.97,0,110.27,0,99.29,166.5,157.16,161.7,12.27,1.0,22.52,2.9014215940827497,479260.7061294755,0
11.97,0,108.62,0,100.69,154.2,149.72,150.2,12.23,1.0,23.76,2.451005098112319,474491.98242599616,0
11.97,1,113.68,1,90.3,169.0,170.09,155.6,12.36,0.0,23.61,2.4595888418037104,396329.0184739155,0
11.97,1,116.67,1,90.36,137.3,158.52,148.4,12.28,0.0,23.89,2.4765384001174837,392385.4788500711,0
11.97,1,110.13,1,98.28,149.0,142.41,140.8,12.33,1.0,24.9,2.388762789235098,380788.7353793437,0
11.97,1,111.62,1,104.36,140.3,159.7,153.6,12.23,0.0,24.93,3.126760535960395,469770.7083161708,0
11.97,1,111.45,1,99.57,164.0,154.5,168.3,12.36,0.0,24.78,2.4159137783010487,327747.9018738116,0
11.97,0,110.47,0,95.08,173.8,137.92,185.8,12.18,1.0,21.94,2.9444389791664403,469770.7083161708,0
11.97,0,114.41,0,101.28,169.8,138.28,142.6,12.18,1.0,25.1,3.0633909220278057,465096.4116686539,0
11.97,1,119.32,1,107.79,154.1,155.21,165.6,12.38,1.0,25.29,2.4423470353692043,376999.82415587525,0
11.97,1,115.85,1,104.82,183.7,170.65,163.8,12.27,0.0,24.48,3.295836866004329,474491.98242599616,0
11.97,0,111.97,0,99.24,157.8,133.28,172.8,12.25,1.0,21.43,2.6946271807700692,465096.4116686539,0
11.97,1,121.58,1,88.84,148.8,162.36,163.1,12.26,0.0,26.34,2.4849066497880004,392385.4788500711,0
11.97,0,110.23,0,82.84,149.1,155.69,145.5,12.26,1.0,19.1,2.9444389791664403,493856.3675768817,0
11.97,1,106.73,1,98.17,163.7,162.05,151.4,12.17,1.0,25.59,3.563882963939251,369534.7274744691,0
11.97,0,112.81,0,80.34,156.3,155.85,157.2,12.26,1.0,19.27,3.0007198150650303,488942.41461545986,0
11.97,0,113.72,0,92.36,145.9,141.98,132.4,12.35,1.0,20.41,2.760009940032921,469770.7083161708,0
11.98,1,107.76,1,104.22,164.6,165.59,166.7,12.28,0.0,26.6,2.5416019934645457,348014.70026317565,0
11.97,1,112.01,1,102.52,171.8,174.9,171.6,12.29,0.0,23.03,3.054001181677967,469770.7083161708,0
11.98,1,105.32,1,91.29,161.9,166.98,146.9,12.27,0.0,21.4,2.803360380906535,392385.4788500711,0
11.97,0,121.9,0,105.0,157.0,153.28,137.7,12.38,1.0,24.68,2.772588722239781,465096.4116686539,0
11.97,1,112.43,1,96.99,192.3,160.39,170.2,12.19,0.0,21.41,3.0492730404820207,474491.98242599616,0
11.98,1,110.7,1,103.44,171.7,140.06,149.8,12.19,1.0,25.45,2.917770732084279,376999.82415587525,0
11.97,1,116.77,1,104.75,171.3,187.36,195.0,12.27,0.0,27.13,2.6026896854443837,465096.4116686539,0
11.97,0,111.68,0,94.35,159.6,136.41,143.6,12.28,1.0,21.42,2.990719731730447,493856.3675768817,0
11.97,1,109.74,1,103.48,170.6,168.06,169.3,12.16,0.0,22.6,2.8735646395797834,479260.7061294755,0
11.97,1,114.18,1,105.43,179.4,164.78,156.7,12.19,1.0,25.72,2.681021528714291,369534.7274744691,0
11.97,1,111.61,1,101.83,138.1,144.98,191.6,12.3,0.0,25.7,2.797281334830153,351512.3061485672,0
11.97,1,114.71,1,96.63,147.5,163.86,173.1,12.28,1.0,26.92,3.2188758248682006,369534.7274744691,0
11.97,1,112.77,1,109.11,162.5,148.85,172.5,12.18,0.0,28.15,2.9014215940827497,388481.17810109997,0
11.97,1,115.18,1,105.43,157.2,182.8,166.2,12.24,0.0,23.6,3.1780538303479458,469770.7083161708,0
11.97,1,113.18,1,98.26,140.2,157.45,154.0,12.17,0.0,22.69,2.8449093838194073,484077.356302953,0
11.97,1,111.22,1,91.74,154.3,163.98,147.9,12.28,0.0,25.44,2.6100697927420065,400312.1913298826,0
11.97,1,112.14,1,101.4,171.1,158.31,163.2,12.29,0.0,21.08,3.1945831322991562,479260.7061294755,0
11.97,1,110.32,1,95.57,192.5,161.02,161.4,12.28,1.0,24.77,2.6741486494265287,369534.7274744691,0
11.97,1,115.7,1,90.48,166.1,161.8,151.0,12.24,0.0,23.68,2.2617630984737906,344551.8961378237,0
11.97,1,118.44,1,102.05,161.3,166.98,157.4,12.24,0.0,22.74,2.9652730660692823,469770.7083161708,0
11.97,0,109.66,0,82.43,129.7,139.58,169.1,12.25,1.0,18.86,2.6390573296152584,503832.9279826815,0
11.97,1,113.64,1,104.1,185.5,161.36,141.9,12.26,0.0,21.95,2.6390573296152584,474491.98242599616,0
11.98,1,111.64,1,97.65,164.3,156.79,162.7,12.23,0.0,23.43,2.797281334830153,400312.1913298826,0
11.97,0,115.98,0,90.14,158.1,145.97,155.1,12.23,1.0,19.23,2.6878474937846906,488942.41461545986,0
11.97,1,116.72,1,99.06,174.5,171.48,168.0,12.33,0.0,23.87,2.9014215940827497,479260.7061294755,0
11.97,0,109.3,0,93.09,134.3,145.41,137.8,12.37,1.0,20.92,2.8094026953624978,479260.7061294755,0
11.97,1,112.21,1,102.0,145.6,172.33,152.2,12.22,0.0,22.69,2.975529566236472,469770.7083161708,0
11.97,1,109.59,1,91.58,163.4,161.52,156.2,12.24,0.0,23.0,2.884800712846709,400312.1913298826,0
11.97,1,116.54,1,103.65,183.9,154.53,158.3,12.27,1.0,25.63,2.451005098112319,369534.7274744691,0
11.97,0,116.62,0,82.76,158.7,153.45,157.2,12.29,1.0,24.74,2.7013612129514133,493856.3675768817,0
11.98,1,114.09,0,104.87,179.4,171.71,197.4,12.24,0.0,22.61,2.8507065015037334,469770.7083161708,0
11.98,1,117.67,1,105.11,171.8,154.95,153.3,12.16,0.0,24.48,2.833213344056216,484077.356302953,0
11.97,0,116.74,0,98.65,181.6,157.57,148.0,12.26,1.0,22.33,2.791165107812717,460468.6250498847,0
11.97,1,111.49,1,103.07,137.2,159.88,137.4,12.37,1.0,25.39,2.388762789235098,365857.7955006423,0
11.98,1,112.13,1,100.43,155.0,163.13,171.8,12.35,0.0,23.17,2.6461747973841225,400312.1913298826,0
11.98,1,117.29,1,107.1,165.4,167.14,181.8,12.07,0.0,24.65,3.2308043957334744,474491.98242599616,0
11.97,1,111.49,1,97.02,197.6,159.26,150.9,12.24,1.0,24.36,2.740840023925201,369534.7274744691,0
11.97,0,114.63,0,95.84,166.6,137.78,158.2,12.37,1.0,23.31,3.391147045808654,503832.9279826815,0
11.97,1,115.21,1,100.08,174.8,167.46,173.4,12.2,0.0,23.94,3.505557396986398,479260.7061294755,0
11.97,0,111.54,0,96.77,139.2,138.55,168.6,12.27,1.0,18.57,2.5952547069568657,455886.88567734644,0
11.97,0,107.23,0,91.79,136.3,142.78,171.2,12.25,1.0,20.88,2.468099531471619,469770.7083161708,0
11.97,0,115.83,0,103.85,128.2,158.24,151.9,12.21,1.0,23.49,2.5877640352277083,484077.356302953,0
11.97,1,110.75,1,99.24,141.5,161.69,154.3,12.34,1.0,25.9,2.4849066497880004,369534.7274744691,0
11.97,1,109.75,1,100.41,159.5,162.09,157.6,12.28,1.0,27.76,2.772588722239781,365857.7955006423,0
11.98,1,115.87,1,103.16,166.4,153.13,165.6,12.23,0.0,32.55,2.9856819377004897,484077.356302953,0
11.97,0,117.74,0,85.5,148.2,142.55,153.2,12.21,1.0,19.15,3.3978584803966405,493856.3675768817,0
11.97,1,113.34,1,108.46,197.3,159.99,157.4,12.25,1.0,26.98,3.091042453358316,365857.7955006423,0
11.98,1,112.08,1,103.82,195.6,185.15,167.8,12.31,0.0,23.32,2.6741486494265287,469770.7083161708,0
11.97,1,114.8,1,100.17,165.7,157.45,141.0,12.23,0.0,25.37,2.8094026953624978,479260.7061294755,0
11.97,1,121.33,1,102.87,149.7,173.51,149.4,12.16,0.0,26.63,2.8094026953624978,474491.98242599616,0
11.98,1,115.96,1,102.9,139.6,164.46,158.4,12.2,0.0,22.62,2.72785282839839,479260.7061294755,0
11.97,1,119.1,1,104.04,126.0,147.33,172.8,12.11,0.0,26.07,3.8394523125933104,380788.7353793437,0
11.97,1,114.88,1,102.75,162.1,146.56,159.4,12.24,0.0,27.94,2.7343675094195836,380788.7353793437,0
11.98,1,110.13,1,96.45,164.6,172.7,150.5,12.22,0.0,23.68,2.6026896854443837,474491.98242599616,0
11.97,1,118.33,1,101.25,176.9,174.48,178.6,12.14,0.0,24.16,2.8735646395797834,469770.7083161708,0
11.97,0,110.7,0,97.2,173.4,141.26,170.7,12.31,1.0,24.3,2.833213344056216,465096.4116686539,0
11.97,1,114.33,1,95.87,136.6,143.4,150.5,12.39,1.0,22.97,2.740840023925201,388481.17810109997,0
11.97,1,114.73,1,100.62,144.6,157.8,163.0,12.26,1.0,26.62,2.928523523860541,369534.7274744691,0
11.97,0,112.7,0,102.34,157.8,148.95,167.4,12.3,1.0,23.03,3.591817741270805,460468.6250498847,0
11.97,0,110.56,0,97.54,156.3,159.81,150.2,12.27,1.0,24.65,2.509599262378372,479260.7061294755,0
11.97,0,115.41,0,91.69,141.0,138.34,139.1,12.33,1.0,21.23,3.054001181677967,498819.7065866096,0
11.97,0,111.53,0,92.85,197.7,137.23,150.4,12.28,1.0,21.91,2.803360380906535,474491.98242599616,0
11.98,1,114.73,1,93.01,148.8,163.77,150.4,12.33,0.0,22.49,2.803360380906535,392385.4788500711,0
11.97,1,117.1,1,101.66,173.4,158.16,155.2,12.36,0.0,25.45,2.624668592163159,484077.356302953,0
11.97,1,113.14,1,100.72,191.3,178.34,171.4,12.26,0.0,23.28,2.5649493574615367,469770.7083161708,0
11.98,1,111.97,1,107.86,155.2,161.38,190.3,12.42,0.0,24.56,2.5494451709255714,400312.1913298826,0
11.97,0,108.66,0,81.57,145.2,145.8,156.9,12.2,1.0,16.95,2.89591193827178,514011.0282775354,0
11.97,1,123.74,1,103.14,164.7,171.95,180.8,12.26,0.0,25.0,3.2771447329921766,469770.7083161708,0
11.97,0,109.9,0,78.71,165.4,140.26,147.7,12.3,1.0,16.49,2.379546134130174,498819.7065866096,0
11.97,1,112.06,1,100.54,136.4,176.2,155.7,12.19,0.0,23.92,2.995732273553991,469770.7083161708,0
11.97,1,110.97,1,101.63,181.9,161.86,168.2,12.32,0.0,28.05,2.6602595372658615,373248.61322898994,0
11.98,1,114.09,1,96.31,190.2,159.23,174.5,12.19,0.0,22.63,3.6109179126442243,474491.98242599616,0
11.97,1,114.73,1,99.95,163.9,156.16,151.4,12.24,0.0,20.83,2.6741486494265287,484077.356302953,0
11.97,1,113.31,1,106.87,175.2,160.15,181.7,12.26,0.0,28.04,2.379546134130174,369534.7274744691,0
11.97,0,115.04,0,95.45,155.1,147.69,164.8,12.27,1.0,21.91,2.785011242238338,493856.3675768817,0
11.97,1,109.48,1,105.72,161.0,173.18,145.2,12.33,1.0,26.29,2.791165107812717,362217.44961124816,0
11.97,1,112.78,1,109.28,159.6,170.31,142.7,12.21,0.0,24.36,3.0155349008501706,484077.356302953,0
11.97,1,114.5,1,93.89,188.4,154.24,149.0,12.21,1.0,25.04,2.533696813957432,362217.44961124816,0
11.97,1,109.0,1,93.64,147.8,145.15,149.3,12.18,0.0,24.0,3.077312260546414,404335.3957385773,0
11.97,1,112.75,1,109.36,172.8,147.76,161.5,12.26,0.0,25.3,2.766319109226186,380788.7353793437,0
11.97,1,111.52,1,101.78,162.0,165.33,172.7,12.27,1.0,24.92,2.8903717578961645,362217.44961124816,0
11.97,0,112.43,0,101.29,176.2,153.17,177.2,12.25,1.0,23.27,2.917770732084279,465096.4116686539,0
11.97,0,116.24,0,102.99,185.9,139.48,163.8,12.23,1.0,22.52,2.8213788864092133,460468.6250498847,0
11.97,1,120.12,1,109.21,163.2,160.37,154.5,12.3,0.0,25.61,2.3978952727983707,337729.31147962186,0
11.97,0,113.88,0,88.81,152.4,151.53,157.0,12.22,1.0,17.35,3.068052935133617,498819.7065866096,0
11.97,0,106.63,0,85.13,153.8,140.73,162.0,12.28,1.0,18.94,2.740840023925201,493856.3675768817,0
11.97,0,111.67,0,99.92,154.4,139.06,152.0,12.13,1.0,22.17,3.3068867021909143,498819.7065866096,0
11.97,1,116.41,1,98.8,160.3,162.88,148.1,12.39,0.0,20.46,2.2300144001592104,479260.7061294755,0
11.97,1,113.63,1,99.97,164.5,170.97,160.8,12.21,0.0,26.36,3.0252910757955354,474491.98242599616,0
11.97,0,107.31,0,93.48,175.9,150.5,159.0,12.21,1.0,22.46,2.9806186357439426,469770.7083161708,0
11.97,1,112.36,1,101.17,156.8,160.76,169.5,12.38,0.0,30.31,2.312535423847214,348014.70026317565,0
11.97,1,115.87,1,103.29,173.3,180.06,160.4,12.25,0.0,25.56,2.797281334830153,469770.7083161708,0
11.97,1,109.26,1,106.32,159.7,168.83,158.5,12.33,0.0,28.44,2.791165107812717,341123.54748921306,0
11.97,0,113.5,0,95.02,168.7,151.97,162.0,12.15,1.0,18.6,2.667228206581955,503832.9279826815,0
11.97,1,113.59,1,98.98,158.0,157.1,142.3,12.29,0.0,25.46,2.5649493574615367,484077.356302953,0
11.97,0,113.05,0,80.49,157.7,147.19,170.6,12.33,1.0,17.92,2.6741486494265287,498819.7065866096,0
11.97,1,118.72,1,106.68,166.4,166.04,170.0,12.24,0.0,27.44,3.0819099697950434,373248.61322898994,0
11.97,1,113.79,1,107.87,142.9,180.34,189.7,12.29,0.0,24.2,2.9444389791664403,469770.7083161708,0
11.97,1,118.47,1,99.81,137.7,165.87,162.3,12.28,0.0,25.22,3.1822118404966093,384615.72579367505,0
11.98,1,109.37,1,96.19,136.9,138.2,171.2,12.35,1.0,23.91,3.9531649487593215,369534.7274744691,0
11.97,1,107.81,1,89.46,138.7,170.43,152.8,12.34,0.0,24.51,2.70805020110221,392385.4788500711,0
11.97,0,117.27,0,102.86,131.5,149.58,156.5,12.28,1.0,26.91,2.617395832834079,460468.6250498847,0
11.97,1,106.87,1,100.07,161.3,150.3,157.4,12.18,0.0,26.95,2.791165107812717,400312.1913298826,0
11.97,0,109.11,0,98.3,157.0,149.27,145.8,12.25,1.0,24.26,3.1179499062782403,474491.98242599616,0
11.97,1,117.31,1,101.12,154.0,164.57,173.6,12.15,0.0,25.5,3.0587070727153796,479260.7061294755,0
11.98,1,113.58,1,98.04,146.7,172.7,184.7,12.13,0.0,23.48,3.6000482404073204,465096.4116686539,0
11.97,0,109.47,0,92.64,145.5,149.04,176.1,12.21,1.0,21.89,2.7013612129514133,465096.4116686539,0
11.97,1,113.67,1,96.25,156.1,156.65,158.8,12.34,0.0,22.88,2.533696813957432,404335.3957385773,0
11.97,1,110.97,1,97.69,170.4,153.77,119.0,12.18,0.0,24.32,2.8622008809294686,484077.356302953,0
11.97,0,105.81,0,99.73,172.2,161.6,170.7,12.19,1.0,22.6,2.797281334830153,493856.3675768817,0
11.97,0,111.36,0,99.15,149.7,152.55,161.2,12.35,1.0,21.42,2.5649493574615367,498819.7065866096,0
11.97,0,106.83,0,100.36,143.4,142.11,148.2,12.17,1.0,21.58,2.91235066461494,498819.7065866096,0
11.97,1,111.22,1,90.63,156.4,154.09,157.4,12.23,0.0,25.91,2.772588722239781,396329.0184739155,0
11.97,0,110.59,0,101.44,181.7,155.61,130.9,12.27,1.0,23.63,2.6878474937846906,460468.6250498847,0
11.97,1,112.8,1,116.37,151.6,165.03,146.3,12.34,1.0,27.87,2.501435951739211,369534.7274744691,0
11.97,1,116.09,1,102.35,157.0,170.44,163.2,12.2,0.0,25.19,3.0204248861443626,392385.4788500711,0
11.97,1,121.55,1,94.95,152.9,145.61,170.7,12.34,0.0,21.81,2.72785282839839,400312.1913298826,0
11.97,1,118.81,1,109.13,174.5,153.83,145.0,12.21,1.0,27.46,2.9391619220655967,365857.7955006423,0
11.97,0,114.15,0,96.18,147.4,148.93,132.0,12.28,1.0,24.08,2.8622008809294686,455886.88567734644,0
11.98,1,110.76,1,93.59,197.4,177.15,147.2,12.35,0.0,27.06,2.72785282839839,408399.0340237931,0
11.97,0,113.92,0,78.19,150.4,158.38,155.2,12.26,1.0,17.89,2.4849066497880004,503832.9279826815,0
11.97,1,111.06,1,94.62,155.1,168.62,163.9,12.26,0.0,22.49,2.322387720290225,474491.98242599616,0
11.97,1,113.9,1,103.89,155.4,166.04,181.2,12.27,0.0,25.16,2.624668592163159,479260.7061294755,0
11.97,1,114.68,1,101.49,132.5,163.36,157.7,12.21,0.0,22.14,2.833213344056216,479260.7061294755,0
11.97,0,113.28,1,101.01,198.2,156.7,168.9,12.27,0.0,24.45,2.4849066497880004,327747.9018738116,0
11.97,0,112.3,0,89.93,162.9,149.8,153.8,12.37,1.0,21.65,2.3978952727983707,503832.9279826815,0
11.97,1,111.07,1,104.88,147.1,155.99,152.1,12.33,0.0,26.42,2.272125885509337,479260.7061294755,0
11.97,1,113.48,1,99.69,164.1,141.94,152.9,12.19,1.0,26.51,2.9496883350525844,380788.7353793437,0
11.98,1,111.63,1,88.46,142.7,165.08,152.5,12.21,0.0,21.23,2.9806186357439426,400312.1913298826,0
11.97,0,112.04,0,100.57,162.3,152.17,186.9,12.17,1.0,21.54,3.0106208860477417,503832.9279826815,0
11.97,1,111.17,1,100.95,157.0,149.59,160.5,12.2,0.0,26.84,3.1612467120315646,376999.82415587525,0
11.98,1,110.94,1,98.89,138.9,161.89,151.8,12.26,0.0,25.98,2.740840023925201,400312.1913298826,0
11.98,1,109.44,1,99.3,141.9,162.72,140.4,12.19,0.0,23.86,3.1612467120315646,474491.98242599616,0
11.97,1,117.08,1,98.29,146.2,151.54,164.0,12.31,1.0,24.83,3.269568939183719,373248.61322898994,0
11.97,1,117.0,1,101.1,172.4,160.62,159.8,12.26,1.0,24.58,3.414442608412176,362217.44961124816,1
11.97,0,108.74,0,100.46,160.9,146.64,164.2,12.28,1.0,24.8,2.580216829592325,460468.6250498847,0
11.97,0,111.07,0,88.1,195.1,144.44,150.6,12.37,1.0,18.99,2.4595888418037104,484077.356302953,0
11.97,1,118.71,1,99.49,158.7,168.41,171.6,12.32,0.0,23.41,2.6026896854443837,474491.98242599616,0
11.97,1,110.68,1,98.77,183.7,157.37,160.3,12.4,1.0,24.15,2.4336133554004498,369534.7274744691,0
11.97,0,117.97,0,98.44,170.4,150.76,159.5,12.34,1.0,23.76,2.6026896854443837,465096.4116686539,0
11.97,1,119.52,1,97.79,158.1,173.53,145.9,12.23,0.0,23.21,2.747270914255491,392385.4788500711,0
11.97,0,113.15,0,81.13,157.1,140.78,157.7,12.28,1.0,18.56,2.9391619220655967,508896.533091413,0
11.97,1,119.79,1,99.96,164.9,170.48,149.3,12.19,0.0,22.36,3.2108436531709366,484077.356302953,0
11.97,1,116.63,1,97.72,148.2,173.72,147.0,12.06,0.0,23.45,2.954910279033736,474491.98242599616,0
11.97,1,116.65,1,101.34,161.3,159.65,169.0,12.18,0.0,22.78,2.8735646395797834,474491.98242599616,0
11.97,0,115.53,0,82.31,182.9,146.36,155.5,12.2,1.0,18.55,2.6741486494265287,498819.7065866096,0
11.97,0,116.64,0,104.1,158.8,151.63,156.7,12.33,1.0,21.38,3.095577608523707,498819.7065866096,0
11.97,0,115.18,1,89.85,198.1,152.64,142.5,12.45,0.0,24.27,2.0918640616783932,334368.84868262074,0
11.97,0,110.23,0,100.68,138.3,166.01,139.3,12.28,1.0,22.64,2.740840023925201,479260.7061294755,0
11.97,0,113.32,0,80.13,155.8,147.29,186.6,12.27,1.0,17.57,2.5494451709255714,503832.9279826815,0
11.97,0,113.15,0,104.32,167.9,152.87,173.7,12.2,1.0,23.99,3.2188758248682006,469770.7083161708,0
11.98,1,109.78,1,100.51,188.0,144.17,151.7,12.26,1.0,24.0,2.6741486494265287,376999.82415587525,0
11.97,1,116.18,1,105.28,155.6,164.85,159.0,12.19,0.0,24.09,2.9496883350525844,469770.7083161708,0
11.97,1,111.8,1,100.33,171.3,168.25,166.0,12.18,1.0,24.4,2.856470206220483,358613.3257686633,0
11.97,1,113.65,1,94.0,136.4,159.99,180.6,12.36,1.0,25.89,2.509599262378372,380788.7353793437,0
11.97,1,115.44,1,103.18,161.2,172.45,158.7,12.27,0.0,24.69,2.667228206581955,469770.7083161708,0
11.97,0,110.72,0,83.57,145.1,149.13,140.9,12.24,1.0,18.59,2.6602595372658615,488942.41461545986,0
11.97,1,119.46,1,94.28,166.0,160.21,154.2,12.2,0.0,25.71,2.8791984572980396,388481.17810109997,0
11.97,1,120.26,1,88.71,162.6,160.44,155.8,12.21,0.0,23.31,2.5952547069568657,392385.4788500711,0
11.97,1,111.77,1,100.47,158.5,162.65,151.1,12.21,0.0,27.68,2.8094026953624978,479260.7061294755,0
11.97,1,115.12,1,97.37,148.5,154.06,162.3,12.19,0.0,26.55,3.068052935133617,400312.1913298826,0
11.97,1,118.68,1,98.2,156.9,180.05,169.7,12.34,0.0,24.68,2.9444389791664403,392385.4788500711,0
11.98,1,110.3,1,94.33,139.0,160.45,168.6,12.24,0.0,24.85,2.9601050959108397,396329.0184739155,0
11.97,1,114.14,1,96.52,174.2,170.82,149.8,12.2,0.0,26.58,3.246490991901174,479260.7061294755,0
11.97,0,108.79,0,94.53,184.6,150.26,164.6,12.17,1.0,22.71,2.8791984572980396,465096.4116686539,0
11.97,1,119.08,1,98.41,185.2,166.43,187.8,12.2,0.0,22.15,2.667228206581955,479260.7061294755,0
11.97,1,112.64,1,99.58,157.7,189.83,166.1,12.17,0.0,22.89,2.7788192719904172,465096.4116686539,0
11.97,0,109.34,0,97.24,137.9,151.22,132.7,12.24,1.0,21.64,2.6878474937846906,498819.7065866096,0
11.97,0,111.64,0,80.31,165.7,149.73,164.1,12.26,1.0,17.54,3.258096538021482,503832.9279826815,0
11.97,0,110.99,0,80.97,149.0,144.06,160.1,12.3,1.0,18.14,3.624340932976365,503832.9279826815,0
11.97,0,111.96,0,81.81,176.8,152.64,169.2,12.2,1.0,18.79,2.89591193827178,488942.41461545986,0
11.97,1,111.11,1,98.12,182.7,177.35,185.1,12.28,0.0,20.78,2.3608540011180215,465096.4116686539,0
11.97,1,111.55,1,93.52,157.8,164.59,188.0,12.29,1.0,24.13,3.1135153092103742,365857.7955006423,0
11.97,1,111.0,1,92.51,153.2,158.82,149.0,12.27,0.0,24.54,2.9391619220655967,474491.98242599616,0
11.97,1,116.56,1,93.72,152.8,160.09,167.1,12.34,0.0,23.57,2.509599262378372,388481.17810109997,0
11.97,0,110.84,0,102.22,147.9,139.24,157.6,12.26,1.0,22.85,2.667228206581955,465096.4116686539,0
11.97,1,113.43,1,103.83,151.2,158.55,149.7,12.08,0.0,20.83,3.7013019741124933,474491.98242599616,0
