,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value,Binar OP130_Resultat_Global_v
27668,147.0,155.58,163.8,109.97,12.09,12.15,,11.97,22.75,30.8,93.39,6.61,0
27669,142.1,147.03,142.4,117.4,12.04,12.2,0.41,11.97,24.8,16.6,94.94,6.41,0
27670,141.8,156.42,153.7,110.25,12.1,12.25,0.41,11.97,21.42,18.3,99.5,6.42,0
27671,173.3,141.7,141.4,114.51,11.71,12.33,,11.97,22.56,11.5,99.14,6.6,0
27672,149.1,151.71,159.9,119.02,11.91,12.24,,11.97,24.16,13.5,95.42,6.64,0
27673,190.7,135.9,161.1,109.76,12.06,12.21,0.41,11.97,22.25,14.6,104.73,6.41,0
27674,149.7,161.23,190.6,112.35,11.83,12.2,,11.97,28.15,10.1,96.61,6.61,0
27675,175.3,168.57,149.7,106.87,11.91,12.15,,11.97,22.33,21.1,91.28,6.6,0
27676,155.4,150.99,181.5,117.59,12.1,12.2,,11.97,22.35,24.9,99.59,6.61,0
27677,167.5,155.63,148.7,113.65,12.11,12.37,0.4,11.97,20.19,11.7,87.75,6.41,0
27678,175.2,153.58,164.6,112.24,12.11,12.28,,11.98,24.55,20.4,99.44,6.6,0
27679,147.4,141.83,146.5,110.88,12.12,12.29,0.39,11.97,17.72,26.1,80.11,6.41,0
27680,157.8,142.83,141.9,110.89,12.1,12.17,0.41,11.97,22.53,15.3,100.2,6.41,1
27681,172.6,152.86,155.3,112.67,12.1,12.27,0.4,11.97,17.54,17.0,81.27,6.41,0
27682,166.7,151.1,147.3,120.66,12.11,12.42,0.36,11.97,20.67,10.8,92.91,6.41,0
27683,158.4,161.21,142.7,115.15,12.08,12.2,,11.97,23.15,27.5,98.54,6.6,0
27684,136.3,152.54,142.7,108.62,11.9,12.25,,11.97,26.54,12.4,99.01,6.61,0
27685,169.3,153.49,173.4,103.43,12.08,12.28,,11.98,19.92,12.6,96.39,6.62,0
27686,150.8,179.59,162.0,111.22,11.88,12.39,,11.98,24.82,12.0,101.34,6.61,0
27687,154.2,144.16,142.4,114.25,12.09,12.41,0.41,11.97,21.34,10.4,99.82,6.41,0
27688,156.7,167.26,160.2,111.36,11.89,12.23,,11.97,24.01,16.1,95.94,6.61,0
27689,150.2,157.87,140.1,119.73,11.82,12.19,0.39,11.97,25.99,22.3,100.3,6.61,0
27690,189.1,169.35,149.8,107.28,11.81,12.29,0.37,11.97,27.64,11.1,108.17,6.63,0
27691,165.4,147.49,150.6,113.62,11.85,12.17,,11.97,25.8,31.3,102.31,6.63,0
27692,164.8,170.18,161.8,113.38,11.89,12.32,,11.97,25.36,19.6,91.05,6.63,0
27693,148.8,162.22,141.7,111.08,12.08,12.11,,11.97,24.55,27.6,108.29,6.6,0
27694,149.4,155.25,149.3,110.42,11.91,12.14,,11.98,23.98,31.9,88.03,6.62,0
27695,163.5,156.09,161.5,109.0,12.11,12.38,,11.98,22.17,13.9,95.39,6.61,0
27696,188.8,154.28,149.5,115.18,12.04,12.26,0.41,11.97,24.5,16.2,103.62,6.41,0
27697,142.4,151.7,152.0,114.76,12.12,12.24,0.39,11.97,20.21,17.1,90.86,6.42,0
27698,130.9,157.38,152.0,116.59,12.13,12.28,0.39,11.97,18.75,14.0,81.84,6.41,0
27699,143.6,160.04,152.0,110.34,12.08,12.24,,11.97,25.48,15.3,102.23,6.61,0
27700,147.4,139.55,175.4,117.29,12.1,12.28,0.41,11.98,22.59,13.2,93.54,6.41,0
27701,169.8,142.2,151.4,109.75,12.12,12.17,0.4,11.97,18.68,18.5,82.01,6.41,0
27702,148.1,158.58,133.1,110.79,12.04,12.24,0.41,11.97,23.65,12.9,103.5,6.41,0
27703,151.1,145.14,165.3,108.96,12.06,12.36,0.41,11.97,23.0,16.0,93.18,6.41,0
27704,161.1,171.42,168.9,118.52,12.07,12.26,,11.97,21.8,15.2,102.58,6.6,0
27705,166.6,174.67,182.8,115.14,12.08,12.37,,11.97,24.97,27.4,102.54,6.61,0
27706,155.0,156.79,124.3,111.41,11.9,12.3,,11.97,24.48,30.3,91.13,6.61,0
27707,179.8,146.48,153.8,114.16,11.86,12.19,,11.97,24.72,13.7,103.34,6.63,0
27708,165.3,156.44,141.3,116.57,11.71,12.27,,11.97,25.92,11.9,101.32,6.6,0
27709,165.0,178.23,185.7,115.15,12.05,12.17,,11.97,23.95,20.1,98.39,6.63,0
27710,145.8,148.27,156.5,112.02,12.11,12.19,0.4,11.97,17.46,15.2,87.77,6.4,0
27711,162.3,154.09,153.8,120.3,12.04,12.28,0.41,11.97,23.41,13.3,100.84,6.4,0
27712,139.6,146.89,165.6,115.74,12.13,12.3,0.39,11.97,18.59,17.5,82.16,6.41,0
27713,131.5,168.35,154.6,109.88,11.79,12.19,0.35,11.97,25.57,44.2,102.5,6.61,0
27714,152.0,147.29,168.2,115.4,12.13,12.3,0.4,11.97,20.66,11.7,94.85,6.42,0
27715,197.8,141.61,185.5,115.41,11.87,12.25,,11.97,26.19,18.1,103.63,6.6,0
27716,144.8,153.97,171.6,112.2,11.81,12.26,0.36,11.97,32.69,11.7,100.33,6.62,0
27717,139.5,171.25,178.3,115.89,12.08,12.29,,11.97,22.18,16.8,100.08,6.6,0
27718,156.9,174.35,160.3,111.88,11.89,12.28,,11.97,23.08,18.4,99.87,6.6,0
27719,184.6,147.99,173.8,112.66,12.12,12.29,0.41,11.97,23.74,11.0,105.94,6.4,0
27720,179.5,148.34,159.1,112.29,12.05,12.22,0.41,11.97,21.94,21.7,97.67,6.41,0
27721,172.2,155.34,129.0,112.29,11.82,12.2,0.38,11.97,22.24,18.1,93.08,6.6,0
27722,164.4,169.24,143.1,112.88,11.89,12.25,,11.97,24.6,14.1,89.49,6.62,0
27723,101.9,153.91,176.7,115.25,12.1,12.25,0.35,11.97,18.4,15.7,79.01,6.41,0
27724,157.6,154.44,151.4,111.74,11.92,12.3,,11.98,24.45,15.5,103.19,6.6,0
27725,167.7,156.31,182.9,111.84,11.77,12.21,,11.97,25.65,11.3,96.06,6.61,0
27726,134.6,155.96,142.0,112.77,12.09,12.29,,11.97,23.29,13.2,98.81,6.61,0
27727,141.7,180.22,152.2,121.52,11.88,12.13,,11.97,25.16,18.4,100.24,6.6,0
27728,150.9,161.88,141.6,107.93,11.89,12.17,,11.97,23.34,20.3,89.78,6.61,0
27729,163.6,165.29,162.1,112.54,11.82,12.28,,11.97,27.51,18.7,99.08,6.61,0
27730,174.0,139.13,133.4,110.28,11.86,12.26,,11.98,25.53,26.6,100.5,6.61,0
27731,155.3,173.23,125.6,111.76,12.06,12.18,,11.97,25.06,19.2,100.73,6.62,0
27732,163.6,147.84,153.9,111.55,12.05,12.25,0.42,11.97,27.38,16.0,103.55,6.41,0
27733,183.7,160.73,161.9,113.1,12.08,12.2,,11.98,30.68,12.2,101.2,6.61,0
27734,167.6,162.61,176.4,109.39,11.87,12.17,,11.98,22.74,17.1,91.37,6.63,0
27735,142.7,152.33,148.6,117.1,11.83,12.17,0.35,11.97,23.41,17.9,93.59,6.62,0
27736,154.0,146.1,152.2,108.89,12.07,12.18,0.41,11.97,22.73,38.9,88.99,6.41,0
27737,181.5,143.0,167.7,110.77,11.85,12.27,,11.98,27.84,19.4,103.1,6.61,0
27738,196.6,156.07,174.7,109.49,12.13,12.29,0.39,11.97,19.66,12.8,81.23,6.4,0
27739,150.2,151.7,158.6,113.72,12.09,12.35,0.41,11.97,21.46,14.5,97.08,6.41,0
27740,173.3,137.88,166.5,111.43,11.86,12.22,0.35,11.97,23.21,19.7,97.31,6.62,0
27741,153.1,158.06,153.3,109.03,12.13,12.22,0.38,11.97,17.58,28.0,83.18,6.4,0
27742,156.6,168.72,154.1,111.05,12.08,12.24,,11.98,23.17,12.6,96.59,6.61,0
27743,149.5,157.13,155.1,112.14,11.83,12.21,,11.97,24.13,16.2,101.15,6.63,0
27744,182.0,158.92,170.3,108.62,11.9,12.26,,11.97,24.69,20.7,102.75,6.6,0
27745,165.9,149.29,154.6,114.02,11.88,12.28,,11.97,23.29,9.4,93.33,6.61,0
27746,144.2,141.52,151.6,112.49,12.11,12.27,0.4,11.97,18.6,13.7,82.64,6.4,0
27747,137.4,171.98,164.5,112.12,11.88,12.31,,11.97,25.64,13.1,98.53,6.62,0
27748,168.6,160.13,152.8,114.32,11.83,12.19,0.4,11.98,26.47,18.2,100.05,6.61,0
27749,158.5,177.32,182.6,111.85,12.07,12.28,,11.97,25.83,13.5,108.38,6.63,0
27750,157.4,161.45,168.6,110.91,11.91,12.25,,11.98,23.58,15.2,91.98,6.61,0
27751,165.8,156.33,163.4,109.72,12.03,12.25,0.41,11.97,21.98,17.8,97.78,6.42,0
27752,151.2,165.6,170.9,115.01,12.09,12.25,,11.98,20.83,10.4,104.03,6.62,0
27753,197.7,162.41,180.1,110.37,11.83,12.19,,11.97,28.24,23.2,109.34,6.6,0
27754,192.6,149.7,139.3,115.61,11.79,12.28,,11.97,24.92,22.9,93.61,6.63,0
27755,154.0,148.23,167.5,122.03,12.1,12.29,,11.98,23.9,16.2,93.32,6.62,0
27756,188.1,143.24,197.9,112.11,11.85,12.24,,11.97,27.49,12.6,103.03,6.24,0
27757,172.1,146.27,192.2,110.44,12.12,12.19,0.4,11.97,18.73,12.2,80.84,6.4,0
27758,146.5,144.55,159.3,114.05,11.9,12.21,,11.97,24.81,16.2,95.7,6.61,0
27759,153.1,153.56,160.9,109.84,11.7,12.27,,11.97,24.83,13.9,94.5,6.61,0
27760,168.2,167.84,164.8,111.56,11.88,12.33,,11.98,24.83,15.4,103.86,6.6,0
27761,186.6,153.45,140.2,113.25,12.13,12.29,0.37,11.97,18.93,12.5,78.36,6.42,0
27762,181.2,158.18,136.1,112.92,11.82,12.17,0.37,11.97,24.26,20.3,98.83,6.6,0
27763,163.9,159.39,173.2,117.34,11.89,12.39,,11.97,23.86,23.0,94.2,6.61,0
27764,180.4,148.45,185.7,115.5,12.12,12.3,0.34,11.97,22.44,21.5,96.47,6.4,0
27765,148.2,142.91,176.8,110.19,12.05,12.38,0.41,11.97,22.43,13.3,97.15,6.41,0
27766,149.1,164.09,156.9,106.83,11.8,12.14,0.38,11.98,25.78,24.2,100.99,6.62,0
27767,162.9,154.7,168.2,121.05,12.09,12.15,,11.98,21.22,32.8,101.71,6.6,0
27768,164.1,159.55,166.2,112.77,11.9,12.31,,11.98,24.83,11.9,93.49,6.61,0
27769,130.6,154.93,154.9,114.24,12.13,12.25,0.37,11.97,18.02,16.1,84.16,6.41,0
27770,145.2,149.96,140.8,115.43,12.1,12.3,0.32,11.97,22.67,20.7,98.87,6.42,0
27771,147.5,150.65,152.3,104.0,12.04,12.42,0.41,11.97,22.21,22.9,92.33,6.41,0
27772,167.5,158.06,159.8,108.7,11.82,12.35,0.41,11.97,22.72,16.7,88.71,6.61,0
27773,148.3,169.07,154.7,111.15,12.06,12.19,,11.98,23.44,17.3,97.48,6.62,0
27774,148.5,162.05,155.9,108.53,11.88,12.22,,11.99,25.87,21.0,97.55,6.63,0
27775,143.8,175.65,164.3,112.65,12.06,12.27,,11.97,24.4,10.8,101.53,6.61,0
27776,188.2,176.29,197.4,111.28,12.06,12.3,,11.97,23.84,14.2,103.29,6.59,0
27777,166.0,156.08,161.5,124.67,12.09,12.17,,11.97,19.72,13.3,102.32,6.62,0
27778,143.8,148.45,171.5,106.06,12.1,12.15,,11.97,24.19,19.5,97.44,6.63,0
27779,162.5,151.66,138.4,115.06,12.1,12.29,,11.97,25.1,24.7,99.47,6.61,0
27780,156.4,164.34,170.0,110.27,12.12,12.25,0.39,11.97,22.11,20.0,106.98,6.42,0
27781,140.1,163.99,138.0,119.12,12.07,12.21,,11.98,25.85,15.5,108.58,6.61,0
27782,165.3,163.33,163.7,116.17,12.12,12.27,0.39,11.97,22.13,13.7,95.1,6.41,0
27783,150.0,145.45,141.9,114.4,12.1,12.25,0.41,11.97,21.89,17.1,98.19,6.42,0
27784,176.2,145.02,166.5,113.92,12.1,12.26,0.4,11.97,17.94,15.1,83.28,6.4,0
27785,139.9,137.46,160.1,111.4,12.12,12.26,0.41,11.97,22.76,26.0,100.43,6.42,0
27786,144.8,144.63,141.9,112.22,12.11,12.29,0.4,11.97,18.25,14.2,85.46,6.4,0
27787,153.7,139.07,172.9,113.53,11.86,12.23,0.41,11.97,21.69,18.8,95.18,6.61,0
27788,157.7,162.95,142.3,111.76,11.83,12.21,,11.97,26.45,16.0,108.14,6.63,0
27789,156.4,167.45,149.0,113.57,11.82,12.29,0.38,11.97,25.59,13.4,104.09,6.63,0
27790,154.3,166.02,176.1,108.66,11.89,12.25,,11.97,23.13,13.0,90.5,6.61,0
27791,164.8,178.78,151.0,120.15,11.89,12.21,,11.97,24.99,23.9,96.93,6.61,0
27792,192.2,160.74,185.7,114.25,11.82,12.38,,11.97,24.75,37.2,102.38,6.6,0
27793,164.5,183.84,150.4,127.12,12.04,12.14,,11.97,23.89,22.7,102.61,6.61,0
27794,164.9,143.9,168.5,111.64,12.11,12.25,0.39,11.97,20.75,19.1,91.66,6.4,0
27795,193.2,173.76,141.2,108.66,12.06,12.17,,11.97,23.72,15.8,98.9,6.6,0
27796,178.3,147.54,135.0,112.75,12.05,12.31,0.41,11.97,22.69,12.7,96.72,6.41,0
27797,175.2,171.23,186.2,113.46,12.08,12.25,,11.97,23.02,15.7,100.37,6.63,0
27798,164.0,174.53,157.3,119.68,12.06,12.2,,11.97,22.19,14.2,104.54,6.61,0
27799,168.2,145.68,161.4,112.85,12.12,12.3,0.38,11.97,18.59,9.7,85.59,6.41,0
27800,158.1,167.46,169.3,109.17,11.9,12.25,,11.97,27.2,16.7,104.4,6.63,0
27801,146.1,153.02,169.4,114.18,12.09,12.29,0.38,11.97,24.47,11.9,96.77,6.4,0
27802,153.5,165.39,168.4,107.7,11.8,12.18,0.38,11.98,26.57,21.0,100.93,6.61,0
27803,167.1,159.78,179.3,112.19,11.89,12.34,,11.97,26.01,13.1,96.61,6.61,0
27804,164.6,153.49,150.0,115.41,12.1,12.26,0.41,11.97,21.44,12.4,92.51,6.4,0
27805,166.5,179.47,163.4,112.96,11.93,12.17,,11.97,27.72,26.0,98.04,6.63,0
27806,155.1,170.28,149.7,111.59,12.08,12.2,,11.97,21.93,18.8,99.11,6.61,0
27807,150.0,141.19,162.5,127.12,12.06,12.22,0.41,11.97,20.35,20.8,92.63,6.41,0
27808,147.5,158.37,157.0,111.67,11.91,12.26,,11.97,26.18,14.9,94.06,6.63,0
27809,139.4,152.99,149.8,114.46,11.89,12.39,,11.97,27.27,9.9,93.47,6.62,0
27810,164.6,161.3,147.0,114.66,11.82,12.19,0.37,11.97,25.49,18.3,97.51,6.63,0
27811,168.1,175.05,143.0,112.08,12.07,12.24,,11.97,24.51,14.8,108.0,6.61,0
27812,158.1,148.15,134.5,114.47,11.82,12.35,0.39,11.97,25.1,18.9,110.19,6.6,0
27813,195.4,140.16,185.9,114.43,11.85,12.22,0.36,11.98,24.46,23.4,97.21,6.61,0
27814,157.0,158.22,147.6,107.4,11.81,12.38,0.39,11.97,24.77,8.0,97.25,6.61,0
27815,182.1,151.15,133.5,110.66,12.13,12.27,0.39,11.97,18.71,13.5,82.4,6.41,0
27816,166.4,161.6,137.4,113.64,12.09,12.21,,11.97,25.26,16.5,101.14,6.61,0
27817,150.0,168.2,155.1,111.07,11.87,12.31,,11.97,27.04,14.4,95.72,6.6,0
27818,171.8,140.56,139.3,115.17,12.1,12.25,0.4,11.97,18.79,21.2,84.64,6.41,0
27819,167.0,147.49,154.3,111.95,12.06,12.23,0.41,11.97,24.0,21.6,93.56,6.41,0
27820,172.2,167.0,161.7,115.16,12.08,12.23,,11.97,25.96,11.5,100.06,6.61,0
27821,176.4,163.9,166.4,115.24,11.84,12.19,,11.97,27.18,21.3,104.59,6.6,0
27822,157.3,164.14,156.8,114.0,12.08,12.27,,11.97,22.86,15.0,106.52,6.62,0
27823,183.5,158.37,175.2,117.09,12.09,12.36,,11.97,22.43,10.6,100.73,6.63,0
27824,173.3,177.73,162.4,122.51,12.07,12.2,,11.97,23.55,22.2,96.83,6.61,0
27825,177.5,137.27,156.4,108.57,12.06,12.28,0.41,11.97,23.6,18.0,97.43,6.42,0
27826,144.7,151.28,154.2,112.9,12.06,12.26,0.41,11.97,22.23,16.3,95.74,6.43,0
27827,158.6,151.92,138.0,111.94,12.1,12.31,0.41,11.97,21.91,11.0,98.49,6.4,0
27828,166.1,152.37,166.2,113.32,12.11,12.19,0.4,11.97,19.99,16.2,86.64,6.4,0
27829,167.2,156.59,178.4,112.58,12.1,12.22,,11.98,23.82,16.9,100.57,6.62,0
27830,154.0,158.47,149.4,114.09,11.82,12.17,0.35,11.97,26.15,32.9,100.07,6.63,0
27831,147.7,145.49,167.8,114.42,11.9,12.4,,11.97,24.06,12.5,93.82,6.63,0
27832,128.0,138.94,154.5,110.13,11.85,12.15,0.39,11.97,23.02,21.0,97.97,6.62,0
27833,156.2,163.18,164.2,115.22,11.87,12.34,,11.97,25.59,11.9,93.39,6.61,0
27834,160.8,139.75,140.3,120.49,12.14,12.21,0.39,11.97,16.44,19.2,79.69,6.41,0
27835,181.6,151.74,158.8,109.9,12.06,12.22,0.41,11.97,20.64,18.3,100.7,6.4,0
27836,147.4,154.92,163.8,110.29,12.08,12.27,,11.98,21.31,12.4,98.7,6.61,0
27837,149.2,147.14,171.2,112.74,12.11,12.25,0.39,11.97,25.57,12.9,96.67,6.4,0
27838,154.3,154.48,147.7,109.05,11.91,12.29,,11.97,23.13,11.1,97.98,6.61,0
27839,141.4,155.7,148.6,116.55,11.82,12.34,0.39,11.97,26.0,11.5,103.2,6.6,0
27840,170.6,172.74,142.6,117.14,12.06,12.24,,11.97,24.55,12.1,102.37,6.61,0
27841,185.6,164.73,147.9,115.42,11.9,12.18,,11.97,23.43,16.6,105.66,6.63,0
27842,171.9,142.23,150.2,114.09,11.82,12.47,0.37,11.97,24.48,7.7,96.47,6.61,0
27843,165.6,163.85,171.8,119.26,11.85,12.26,,11.97,28.74,13.5,95.76,6.61,0
27844,153.1,145.79,160.3,112.39,11.86,12.31,0.4,11.97,22.56,12.4,94.14,6.61,0
27845,147.9,160.02,175.5,112.0,11.9,12.21,,11.97,24.38,15.3,95.16,6.6,0
27846,176.4,150.94,155.9,116.04,11.69,12.27,,11.97,23.39,17.1,97.86,6.61,0
27847,164.0,181.51,178.5,111.14,12.06,12.32,,11.98,23.19,16.9,98.57,6.61,0
27848,179.3,156.49,144.9,108.75,11.8,12.32,0.37,11.97,25.77,13.6,94.0,6.61,0
27849,186.0,158.04,172.2,113.76,11.84,12.24,,11.98,27.91,17.3,101.16,6.61,0
27850,178.3,172.48,155.2,118.94,12.06,12.12,,11.97,18.7,62.0,108.2,6.6,0
27851,197.6,139.6,178.7,110.74,11.86,12.24,0.37,11.98,24.06,13.8,93.35,6.63,0
27852,161.5,165.09,131.9,109.92,11.87,12.29,,11.97,25.84,13.1,93.2,6.62,0
27853,160.5,154.31,155.8,114.72,12.1,12.2,0.39,11.97,19.46,16.3,89.16,6.42,0
27854,174.1,167.53,166.9,114.27,11.84,12.32,,11.97,26.54,17.6,106.37,6.6,0
27855,158.9,143.37,148.2,108.34,12.11,12.17,0.38,11.97,17.35,35.5,82.8,6.42,0
27856,158.7,166.71,165.6,112.75,11.83,12.28,0.4,11.98,25.86,15.6,103.68,6.62,0
27857,179.4,143.49,180.2,110.81,11.85,12.21,0.35,11.97,23.71,24.8,94.74,6.61,0
27858,147.0,142.11,169.4,115.93,11.91,12.42,,11.97,24.57,8.5,95.85,6.6,0
27859,163.9,154.3,157.2,114.1,12.13,12.24,0.38,11.97,22.88,15.5,100.12,6.44,0
27860,161.5,148.36,153.9,116.29,11.9,12.28,,11.97,23.41,15.0,99.53,6.64,0
27861,139.2,154.31,154.7,114.46,12.08,12.23,0.33,11.97,23.43,17.5,105.54,6.41,0
27862,158.1,162.76,164.9,110.64,11.82,12.22,0.38,11.97,27.42,17.2,103.78,6.61,0
27863,185.1,175.2,161.9,112.83,12.06,12.17,,11.97,23.07,16.7,102.62,6.6,0
27864,197.9,166.72,164.1,109.66,11.83,12.35,0.35,11.97,26.25,17.9,97.52,6.63,0
27865,159.0,160.28,154.0,111.79,12.13,12.22,0.4,11.97,22.01,18.7,107.06,6.43,0
27866,197.8,162.2,195.3,110.03,11.75,12.29,,11.97,22.66,25.0,93.07,6.6,0
27867,163.1,141.56,172.2,112.79,12.12,12.25,0.4,11.97,17.55,22.9,84.17,6.41,0
27868,165.1,157.44,134.3,110.58,11.7,12.29,,11.97,23.98,17.4,99.14,6.61,0
27869,156.1,162.36,161.5,112.69,11.81,12.35,0.38,11.97,24.48,12.3,105.8,6.61,0
27870,189.4,176.42,147.5,111.33,12.06,12.25,,11.97,23.41,14.4,94.67,6.62,0
27871,154.9,156.41,158.7,111.7,11.83,12.24,0.33,11.97,25.04,21.8,92.86,6.61,0
27872,156.0,164.54,197.4,114.35,12.09,12.21,,11.97,25.42,21.0,98.55,6.59,0
27873,176.2,159.25,165.9,114.72,12.05,12.29,0.41,11.97,24.3,10.3,104.34,6.41,0
27874,148.4,176.25,157.1,112.21,12.07,12.23,,11.97,23.18,14.5,97.72,6.61,0
27875,168.7,159.6,147.3,109.39,11.75,12.21,,11.97,25.82,12.6,99.74,6.6,0
27876,146.8,141.74,178.0,113.56,12.02,12.19,0.41,11.97,22.16,14.9,98.4,6.41,0
27877,161.9,147.47,156.1,118.53,12.03,12.21,0.41,11.97,21.6,12.9,102.48,6.43,0
27878,157.2,164.15,149.0,114.93,11.89,12.47,,11.97,24.82,12.7,97.32,6.61,0
27879,143.3,155.65,164.9,113.33,11.83,12.14,0.38,11.97,24.62,21.2,111.18,6.63,0
27880,155.3,170.95,163.9,111.48,12.06,12.31,,11.97,23.06,31.4,103.93,6.6,0
27881,134.0,169.22,143.9,108.71,11.88,12.26,,11.97,24.58,16.1,90.93,6.61,0
27882,150.0,168.81,138.4,120.84,11.86,12.27,,11.97,25.83,24.4,97.95,6.61,0
27883,150.2,170.62,150.7,114.01,11.82,12.19,0.39,11.97,25.86,17.1,104.66,6.61,0
27884,148.6,153.48,131.5,110.78,12.07,12.28,,11.98,23.42,24.3,97.7,6.61,0
27885,167.9,140.03,167.2,109.11,12.06,12.13,0.38,11.97,22.02,26.7,94.94,6.42,0
27886,147.3,162.54,173.2,115.47,12.09,12.24,,11.97,24.67,14.3,107.02,6.6,0
27887,164.5,157.53,178.7,114.97,12.13,12.19,0.4,11.97,20.49,15.5,95.81,6.43,0
27888,162.2,148.09,159.8,109.66,12.12,12.35,0.4,11.97,18.29,11.8,82.24,6.44,0
27889,170.0,154.09,151.7,112.94,12.13,12.33,0.37,11.97,21.67,11.6,102.22,6.41,0
27890,169.0,160.43,167.2,112.37,12.12,12.31,0.39,11.97,21.08,11.5,106.46,6.41,0
27891,197.5,157.37,175.4,117.92,11.84,12.28,0.37,11.97,27.35,26.5,102.66,6.61,0
27892,165.0,141.35,143.4,114.92,12.05,12.17,0.41,11.97,21.98,28.6,96.48,6.4,0
27893,146.0,148.86,178.4,115.2,12.04,12.38,0.41,11.97,23.28,10.2,101.56,6.41,1
27894,159.3,152.82,163.1,114.63,12.09,12.24,0.4,11.98,18.68,15.3,83.21,6.43,0
27895,148.7,156.06,168.4,110.31,12.09,12.23,,11.97,22.3,14.4,98.28,6.61,0
27896,159.7,160.04,147.0,111.92,11.83,12.27,0.36,11.98,24.65,13.7,96.88,6.61,0
27897,141.8,151.98,150.5,113.18,12.12,12.27,0.4,11.98,16.97,25.3,77.22,6.41,0
27898,146.1,155.82,152.3,109.09,12.12,12.27,0.39,11.97,20.86,16.9,93.11,6.42,0
27899,161.5,151.17,134.1,112.7,12.1,12.23,0.41,11.97,22.04,13.3,101.83,6.42,0
27900,189.4,153.88,197.5,110.35,11.81,12.21,,11.97,28.15,23.6,104.91,6.41,0
27901,159.1,165.32,150.9,118.42,11.89,12.18,,11.97,25.68,22.3,105.82,6.61,0
27902,146.7,188.43,186.0,119.76,11.79,12.34,0.34,11.97,25.98,15.3,98.99,6.64,0
27903,146.6,154.25,154.0,108.67,11.81,12.19,0.35,11.98,24.76,28.9,97.72,6.63,0
27904,169.1,158.14,148.3,113.27,11.88,12.28,,11.97,26.66,17.6,96.48,6.61,0
27905,137.1,168.24,152.5,111.2,12.07,12.15,,11.97,24.98,19.4,96.41,6.63,0
27906,167.6,155.18,169.0,112.49,11.91,12.29,,11.98,23.86,12.4,103.98,6.6,0
27907,149.7,154.18,149.8,112.56,12.09,12.24,0.41,11.97,21.04,18.4,103.02,6.44,0
27908,129.3,166.93,187.0,117.2,12.07,12.26,,11.97,24.36,13.7,102.35,6.6,0
27909,173.4,155.84,140.0,115.79,12.09,12.19,,11.97,23.72,22.5,93.66,6.62,1
27910,139.3,161.04,142.7,110.13,12.07,12.18,,11.97,23.37,21.0,99.91,6.6,0
27911,167.4,164.84,148.1,109.67,11.74,12.18,,11.97,25.11,26.8,98.24,6.6,0
27912,137.1,147.85,162.0,113.59,12.12,12.28,0.4,11.97,23.48,24.1,98.14,6.41,0
27913,171.5,152.58,151.0,116.51,11.83,12.24,0.34,11.97,24.67,20.9,99.59,6.61,0
27914,144.0,142.67,131.2,112.24,12.11,12.19,0.38,11.97,18.22,17.0,86.67,6.41,0
27915,157.5,156.95,137.7,107.92,12.11,12.21,0.39,11.97,19.59,18.8,82.99,6.41,0
27916,134.5,144.46,133.5,110.01,12.05,12.33,0.41,11.97,21.32,12.4,103.66,6.4,0
27917,146.3,157.81,155.4,114.18,12.08,12.13,,11.97,21.83,21.4,95.79,6.61,0
27918,152.9,173.16,163.2,110.36,12.06,12.29,,11.98,24.16,29.6,100.54,6.61,0
27919,132.2,158.63,136.0,115.66,11.83,12.35,0.39,11.97,25.14,11.7,101.15,6.6,0
27920,173.5,169.68,177.2,114.95,11.89,12.35,,11.97,25.25,10.3,93.62,6.6,0
27921,141.6,148.28,150.9,111.18,12.1,12.26,0.41,11.97,20.16,27.2,93.58,6.44,0
27922,151.7,138.66,197.4,113.81,11.71,12.37,,11.97,23.53,11.8,102.0,6.59,0
27923,157.1,157.56,158.9,111.36,12.08,12.2,,11.97,21.28,15.9,104.92,6.61,0
27924,141.8,154.19,127.6,116.23,12.08,12.24,,11.97,24.18,14.7,97.73,6.61,0
27925,157.0,144.25,150.2,118.2,12.04,12.22,0.41,11.97,23.14,15.0,95.42,6.4,0
27926,155.5,158.75,136.9,113.43,12.03,12.35,0.41,11.97,23.63,8.8,96.82,6.41,1
27927,189.2,155.88,148.5,114.21,11.9,12.26,,11.97,23.43,14.2,100.2,6.62,0
27928,173.8,156.38,154.4,118.21,11.76,12.34,,11.97,25.61,11.1,99.44,6.61,0
27929,157.3,154.51,150.5,113.46,12.1,12.34,0.41,11.97,25.15,11.0,100.31,6.41,0
27930,158.8,175.66,166.6,115.79,11.89,12.22,,11.97,26.45,16.2,108.03,6.6,0
27931,154.8,151.47,148.9,112.98,11.91,12.28,,11.97,26.08,16.7,98.4,6.61,0
27932,150.8,135.85,190.2,113.26,11.72,12.29,,11.97,24.02,12.0,95.09,6.62,0
27933,158.8,147.71,160.4,116.9,11.92,12.31,,11.97,22.97,12.7,93.76,6.61,0
27934,159.1,154.84,157.1,117.14,11.91,12.21,,11.97,24.58,17.1,93.66,6.61,0
27935,159.6,169.08,153.5,112.38,12.06,12.29,,11.97,21.9,18.1,103.05,6.61,0
